orderid,farmer_id,food,Cost,transport,A,B,C,date_harvest,date_deliver,image_path,pre_img_val,rank_in_q
3275,820,70,489000,0,8300,3700,2100,2018-08-03 09:00:00,2018-08-07 18:00:00,NULL,NULL,NULL
3276,820,148,582000,1,8400,3700,2900,2018-08-09 03:00:00,2018-08-15 22:00:00,NULL,NULL,NULL
3277,821,32,276000,1,5200,1300,4300,2018-08-15 12:00:00,2018-08-19 23:00:00,NULL,NULL,NULL
3278,821,8,592000,0,4000,9300,600,2018-07-25 17:00:00,2018-08-01 11:00:00,NULL,NULL,NULL
3279,821,105,196000,0,1900,4800,7500,2018-07-04 17:00:00,2018-07-10 05:00:00,NULL,NULL,NULL
3280,821,87,223000,1,5800,9700,5200,2018-07-19 14:00:00,2018-07-25 23:00:00,NULL,NULL,NULL
3281,822,98,78000,1,550,800,1225,2018-07-23 14:00:00,2018-07-29 07:00:00,NULL,NULL,NULL
3282,822,125,169000,0,7800,200,3900,2018-08-14 04:00:00,2018-08-20 07:00:00,NULL,NULL,NULL
3283,822,149,313000,1,3400,5900,7300,2018-08-16 23:00:00,2018-08-21 20:00:00,NULL,NULL,NULL
3284,823,53,525000,1,2200,2500,6200,2018-07-14 01:00:00,2018-07-20 04:00:00,NULL,NULL,NULL
3285,823,60,38000,1,2275,950,750,2018-07-21 11:00:00,2018-07-28 01:00:00,NULL,NULL,NULL
3286,823,9,365000,0,1700,700,9000,2018-07-06 23:00:00,2018-07-13 04:00:00,NULL,NULL,NULL
3287,824,3,316000,1,3800,2400,2800,2018-07-27 12:00:00,2018-08-02 02:00:00,NULL,NULL,NULL
3288,824,65,29000,0,1400,625,1700,2018-07-14 13:00:00,2018-07-20 13:00:00,NULL,NULL,NULL
3289,824,33,692000,0,8400,500,8000,2018-07-06 19:00:00,2018-07-10 23:00:00,NULL,NULL,NULL
3290,824,87,165000,0,5300,4100,8000,2018-07-13 23:00:00,2018-07-18 09:00:00,NULL,NULL,NULL
3291,824,86,286000,0,8500,8900,1900,2018-08-04 13:00:00,2018-08-09 20:00:00,NULL,NULL,NULL
3292,825,38,590000,1,8600,5800,10000,2018-08-17 10:00:00,2018-08-24 04:00:00,NULL,NULL,NULL
3293,825,161,169000,1,3100,3800,9800,2018-07-18 00:00:00,2018-07-24 17:00:00,NULL,NULL,NULL
3294,825,106,207000,1,8100,8800,7500,2018-07-19 22:00:00,2018-07-26 10:00:00,NULL,NULL,NULL
3295,825,76,340000,0,9700,6300,1100,2018-07-11 22:00:00,2018-07-18 06:00:00,NULL,NULL,NULL
3296,826,40,406000,0,5500,4800,1900,2018-08-04 15:00:00,2018-08-10 09:00:00,NULL,NULL,NULL
3297,826,53,775000,0,4800,2900,6100,2018-07-22 21:00:00,2018-07-27 20:00:00,NULL,NULL,NULL
3298,826,6,1425000,0,9000,7000,7600,2018-07-19 00:00:00,2018-07-25 17:00:00,NULL,NULL,NULL
3299,826,60,43000,0,2375,1825,50,2018-08-02 03:00:00,2018-08-08 06:00:00,NULL,NULL,NULL
3300,827,124,220000,1,4600,1200,9500,2018-08-11 20:00:00,2018-08-18 04:00:00,NULL,NULL,NULL
3301,827,4,2117000,0,9800,8600,5900,2018-07-20 15:00:00,2018-07-25 20:00:00,NULL,NULL,NULL
3302,827,166,276000,1,2400,6600,4800,2018-08-09 20:00:00,2018-08-16 05:00:00,NULL,NULL,NULL
3303,827,42,249000,1,2700,3200,2800,2018-07-13 09:00:00,2018-07-19 21:00:00,NULL,NULL,NULL
3304,828,143,577000,0,5800,8900,9100,2018-07-05 03:00:00,2018-07-09 05:00:00,NULL,NULL,NULL
3305,828,79,81000,0,1000,3200,9100,2018-08-10 06:00:00,2018-08-15 01:00:00,NULL,NULL,NULL
3306,828,121,266000,1,3900,2800,7600,2018-07-14 07:00:00,2018-07-21 05:00:00,NULL,NULL,NULL
3307,829,17,1944000,1,7300,5200,6100,2018-07-25 01:00:00,2018-07-30 08:00:00,NULL,NULL,NULL
3308,829,24,784000,0,600,9700,8400,2018-08-14 02:00:00,2018-08-19 03:00:00,NULL,NULL,NULL
3309,829,100,69000,1,1050,2175,600,2018-07-31 00:00:00,2018-08-06 03:00:00,NULL,NULL,NULL
3310,830,27,270000,1,500,1700,10000,2018-07-05 20:00:00,2018-07-12 00:00:00,NULL,NULL,NULL
3311,830,43,438000,0,4200,5300,3000,2018-07-12 07:00:00,2018-07-17 22:00:00,NULL,NULL,NULL
3312,830,69,361000,0,6600,2700,9000,2018-07-28 20:00:00,2018-08-04 12:00:00,NULL,NULL,NULL
3313,830,95,38000,0,280,100,760,2018-07-19 04:00:00,2018-07-25 01:00:00,NULL,NULL,NULL
3314,831,80,444000,0,8500,8500,9100,2018-07-23 15:00:00,2018-07-30 03:00:00,NULL,NULL,NULL
3315,831,87,173000,1,1800,8300,9600,2018-07-04 10:00:00,2018-07-09 00:00:00,NULL,NULL,NULL
3316,831,99,213000,0,5300,4800,100,2018-07-23 13:00:00,2018-07-28 00:00:00,NULL,NULL,NULL
3317,831,80,153000,0,400,7600,800,2018-07-29 15:00:00,2018-08-04 21:00:00,NULL,NULL,NULL
3318,832,107,227000,0,7700,1000,3300,2018-08-17 05:00:00,2018-08-21 20:00:00,NULL,NULL,NULL
3319,832,146,361000,0,5500,4200,3900,2018-08-17 07:00:00,2018-08-22 09:00:00,NULL,NULL,NULL
3320,832,111,246000,0,1500,1425,2150,2018-07-06 08:00:00,2018-07-12 18:00:00,NULL,NULL,NULL
3321,833,46,223000,1,5200,1600,7600,2018-07-07 14:00:00,2018-07-14 12:00:00,NULL,NULL,NULL
3322,833,113,723000,0,7900,7500,4600,2018-07-21 16:00:00,2018-07-25 18:00:00,NULL,NULL,NULL
3323,833,172,464000,0,8300,5500,7900,2018-07-28 17:00:00,2018-08-02 23:00:00,NULL,NULL,NULL
3324,834,25,772000,1,5900,600,7500,2018-07-10 12:00:00,2018-07-15 02:00:00,NULL,NULL,NULL
3325,834,139,20000,1,3900,4600,3300,2018-07-13 14:00:00,2018-07-18 07:00:00,NULL,NULL,NULL
3326,834,92,299000,1,425,1925,1625,2018-08-07 08:00:00,2018-08-11 09:00:00,NULL,NULL,NULL
3327,835,175,386000,0,3100,8400,9800,2018-07-09 17:00:00,2018-07-16 09:00:00,NULL,NULL,NULL
3328,835,12,1669000,0,8100,6200,3400,2018-08-02 10:00:00,2018-08-07 07:00:00,NULL,NULL,NULL
3329,835,19,204000,1,8000,1600,1400,2018-07-04 09:00:00,2018-07-10 15:00:00,NULL,NULL,NULL
3330,835,77,221000,1,4100,6300,1200,2018-07-11 14:00:00,2018-07-17 15:00:00,NULL,NULL,NULL
3331,836,159,204000,0,9600,2500,5900,2018-08-06 11:00:00,2018-08-11 13:00:00,NULL,NULL,NULL
3332,836,58,628000,1,3900,6000,1000,2018-07-07 08:00:00,2018-07-14 01:00:00,NULL,NULL,NULL
3333,836,70,439000,1,8300,2700,800,2018-08-14 07:00:00,2018-08-19 09:00:00,NULL,NULL,NULL
3334,837,148,258000,1,200,3000,7400,2018-08-04 03:00:00,2018-08-10 15:00:00,NULL,NULL,NULL
3335,837,46,278000,0,4300,6300,7600,2018-08-08 21:00:00,2018-08-12 22:00:00,NULL,NULL,NULL
3336,837,53,442000,1,4100,700,2100,2018-07-07 02:00:00,2018-07-13 03:00:00,NULL,NULL,NULL
3337,837,180,343000,1,9700,1900,8400,2018-07-05 15:00:00,2018-07-10 09:00:00,NULL,NULL,NULL
3338,837,133,294000,0,2900,4700,4400,2018-07-09 20:00:00,2018-07-15 15:00:00,NULL,NULL,NULL
3339,838,112,233000,0,450,1525,75,2018-07-27 00:00:00,2018-07-31 21:00:00,NULL,NULL,NULL
3340,838,122,264000,0,9000,1900,2200,2018-07-24 08:00:00,2018-07-29 20:00:00,NULL,NULL,NULL
3341,838,120,393000,0,8500,8700,10000,2018-08-02 14:00:00,2018-08-08 05:00:00,NULL,NULL,NULL
3342,838,129,1197000,1,7500,4600,3800,2018-07-13 17:00:00,2018-07-20 03:00:00,NULL,NULL,NULL
3343,839,114,175000,0,300,6800,1500,2018-07-30 07:00:00,2018-08-03 14:00:00,NULL,NULL,NULL
3344,839,9,1096000,0,9000,10000,2300,2018-07-29 13:00:00,2018-08-05 09:00:00,NULL,NULL,NULL
3345,839,82,977000,1,5500,9600,9700,2018-07-29 15:00:00,2018-08-03 20:00:00,NULL,NULL,NULL
3346,839,153,1592000,1,4000,9300,1200,2018-07-23 14:00:00,2018-07-28 17:00:00,NULL,NULL,NULL
3347,839,5,842000,1,3900,7700,1100,2018-07-19 20:00:00,2018-07-26 12:00:00,NULL,NULL,NULL
3348,840,130,234000,0,6400,2900,3100,2018-07-06 15:00:00,2018-07-11 08:00:00,NULL,NULL,NULL
3349,840,9,377000,1,2200,1700,6100,2018-07-30 16:00:00,2018-08-04 04:00:00,NULL,NULL,NULL
3350,840,64,416000,0,5700,7600,1200,2018-07-08 11:00:00,2018-07-13 16:00:00,NULL,NULL,NULL
3351,841,95,9000,0,50,120,60,2018-08-02 21:00:00,2018-08-09 04:00:00,NULL,NULL,NULL
3352,841,87,178000,1,6000,6900,2800,2018-08-15 00:00:00,2018-08-19 07:00:00,NULL,NULL,NULL
3353,841,123,252000,1,500,9800,7200,2018-07-20 17:00:00,2018-07-26 06:00:00,NULL,NULL,NULL
3354,842,113,328000,1,400,3500,9900,2018-08-06 07:00:00,2018-08-10 22:00:00,NULL,NULL,NULL
3355,842,147,34000,1,1750,1375,675,2018-07-12 14:00:00,2018-07-18 11:00:00,NULL,NULL,NULL
3356,842,146,414000,1,7800,3000,3800,2018-08-15 21:00:00,2018-08-20 10:00:00,NULL,NULL,NULL
3357,843,88,131000,1,100,9000,1800,2018-07-13 01:00:00,2018-07-19 00:00:00,NULL,NULL,NULL
3358,843,7,365000,0,2900,300,7500,2018-07-27 10:00:00,2018-08-03 10:00:00,NULL,NULL,NULL
3359,843,56,712000,0,2300,500,900,2018-08-06 07:00:00,2018-08-12 11:00:00,NULL,NULL,NULL
3360,843,103,248000,1,6400,7100,5400,2018-07-12 16:00:00,2018-07-18 21:00:00,NULL,NULL,NULL
3361,843,68,422000,1,6000,8200,6600,2018-08-09 07:00:00,2018-08-16 03:00:00,NULL,NULL,NULL
3362,844,177,131000,1,1200,1100,1800,2018-07-16 19:00:00,2018-07-23 02:00:00,NULL,NULL,NULL
3363,844,3,623000,1,4900,6100,8900,2018-08-13 06:00:00,2018-08-19 23:00:00,NULL,NULL,NULL
3364,844,65,25000,1,1850,275,375,2018-08-16 00:00:00,2018-08-23 00:00:00,NULL,NULL,NULL
3365,845,70,410000,0,4900,6800,500,2018-07-19 13:00:00,2018-07-23 22:00:00,NULL,NULL,NULL
3366,845,153,1157000,0,700,9500,1200,2018-07-22 17:00:00,2018-07-29 12:00:00,NULL,NULL,NULL
3367,845,161,238000,1,8900,1800,8900,2018-07-16 00:00:00,2018-07-20 15:00:00,NULL,NULL,NULL
3368,845,8,645000,0,2900,9600,5500,2018-08-13 03:00:00,2018-08-19 05:00:00,NULL,NULL,NULL
3369,846,145,265000,0,3500,8600,3100,2018-08-05 23:00:00,2018-08-11 09:00:00,NULL,NULL,NULL
3370,846,5,311000,1,1700,1200,2900,2018-08-14 16:00:00,2018-08-20 23:00:00,NULL,NULL,NULL
3371,846,31,1123000,1,7300,1500,6000,2018-07-08 10:00:00,2018-07-13 05:00:00,NULL,NULL,NULL
3372,847,169,308000,1,8000,6600,100,2018-08-13 04:00:00,2018-08-18 18:00:00,NULL,NULL,NULL
3373,847,25,918000,0,6000,3700,5800,2018-08-07 22:00:00,2018-08-14 18:00:00,NULL,NULL,NULL
3374,847,55,111000,1,600,2475,1975,2018-07-31 17:00:00,2018-08-07 01:00:00,NULL,NULL,NULL
3375,847,138,513000,0,3400,9200,10000,2018-08-07 17:00:00,2018-08-13 01:00:00,NULL,NULL,NULL
3376,848,62,184000,1,5200,3200,7100,2018-07-19 00:00:00,2018-07-24 22:00:00,NULL,NULL,NULL
3377,848,160,275000,0,8800,8500,8800,2018-08-01 23:00:00,2018-08-06 01:00:00,NULL,NULL,NULL
3378,848,26,1070000,0,4100,2200,2100,2018-07-06 05:00:00,2018-07-13 01:00:00,NULL,NULL,NULL
3379,849,24,837000,1,7400,5300,900,2018-07-18 15:00:00,2018-07-25 08:00:00,NULL,NULL,NULL
3380,849,129,647000,1,4700,900,3600,2018-07-16 22:00:00,2018-07-22 17:00:00,NULL,NULL,NULL
3381,849,60,49000,0,1950,2125,1525,2018-07-13 06:00:00,2018-07-18 00:00:00,NULL,NULL,NULL
3382,849,100,86000,0,1025,2275,2225,2018-07-27 04:00:00,2018-08-02 14:00:00,NULL,NULL,NULL
3383,850,119,451000,1,5400,6000,7300,2018-07-13 23:00:00,2018-07-20 14:00:00,NULL,NULL,NULL
3384,850,57,97000,0,1050,1675,1050,2018-07-10 19:00:00,2018-07-16 14:00:00,NULL,NULL,NULL
3385,850,26,2450000,0,8100,9300,600,2018-08-01 08:00:00,2018-08-05 10:00:00,NULL,NULL,NULL
3386,850,131,292000,0,2000,7300,6400,2018-08-15 14:00:00,2018-08-20 04:00:00,NULL,NULL,NULL
3387,850,143,305000,1,800,9600,1400,2018-08-01 23:00:00,2018-08-07 21:00:00,NULL,NULL,NULL
3388,851,22,8529000,1,9700,1800,9700,2018-07-05 12:00:00,2018-07-10 09:00:00,NULL,NULL,NULL
3389,851,96,131000,1,890,60,410,2018-07-09 21:00:00,2018-07-16 00:00:00,NULL,NULL,NULL
3390,851,130,209000,1,1500,7900,3300,2018-07-17 04:00:00,2018-07-23 15:00:00,NULL,NULL,NULL
3391,852,67,157000,1,3800,600,8900,2018-07-08 15:00:00,2018-07-13 01:00:00,NULL,NULL,NULL
3392,852,143,421000,0,3400,9800,2600,2018-07-23 09:00:00,2018-07-30 08:00:00,NULL,NULL,NULL
3393,852,98,107000,1,1350,200,1900,2018-08-13 10:00:00,2018-08-17 19:00:00,NULL,NULL,NULL
3394,852,127,323000,0,8500,2200,9900,2018-07-16 20:00:00,2018-07-22 05:00:00,NULL,NULL,NULL
3395,852,120,176000,0,3200,5900,2700,2018-07-26 03:00:00,2018-07-31 14:00:00,NULL,NULL,NULL
3396,853,80,271000,0,3900,7700,4600,2018-07-25 17:00:00,2018-07-30 10:00:00,NULL,NULL,NULL
3397,853,92,165000,0,125,575,2200,2018-07-04 10:00:00,2018-07-10 16:00:00,NULL,NULL,NULL
3398,853,100,75000,1,1250,1400,2350,2018-07-20 16:00:00,2018-07-25 21:00:00,NULL,NULL,NULL
3399,853,41,422000,1,8200,8200,9000,2018-07-25 15:00:00,2018-08-01 01:00:00,NULL,NULL,NULL
3400,853,63,105000,1,700,3200,7000,2018-07-31 01:00:00,2018-08-04 12:00:00,NULL,NULL,NULL
3401,853,14,228000,0,6400,5600,6000,2018-07-28 15:00:00,2018-08-02 13:00:00,NULL,NULL,NULL
3402,854,11,136000,1,75,350,975,2018-07-24 12:00:00,2018-07-31 04:00:00,NULL,NULL,NULL
3403,854,22,3654000,1,4100,200,4700,2018-07-12 15:00:00,2018-07-17 10:00:00,NULL,NULL,NULL
3404,854,2,623000,1,100,6400,4700,2018-07-19 03:00:00,2018-07-25 08:00:00,NULL,NULL,NULL
3405,854,46,325000,0,5600,6700,7400,2018-08-15 18:00:00,2018-08-22 03:00:00,NULL,NULL,NULL
3406,855,104,100000,1,9100,5600,9500,2018-07-26 07:00:00,2018-08-02 05:00:00,NULL,NULL,NULL
3407,855,134,563000,1,9600,4900,7000,2018-07-26 05:00:00,2018-07-31 07:00:00,NULL,NULL,NULL
3408,855,80,158000,0,1500,4700,4300,2018-07-25 03:00:00,2018-07-30 13:00:00,NULL,NULL,NULL
3409,855,22,4729000,0,1200,5400,6700,2018-07-16 21:00:00,2018-07-21 01:00:00,NULL,NULL,NULL
3410,856,26,799000,0,2100,3100,1400,2018-08-13 23:00:00,2018-08-18 06:00:00,NULL,NULL,NULL
3411,856,163,29000,0,625,900,1950,2018-07-20 21:00:00,2018-07-26 01:00:00,NULL,NULL,NULL
3412,856,133,207000,0,3400,1700,3100,2018-08-11 15:00:00,2018-08-17 09:00:00,NULL,NULL,NULL
3413,856,125,135000,0,3300,2000,7200,2018-08-08 06:00:00,2018-08-14 14:00:00,NULL,NULL,NULL
3414,856,21,49000,0,325,1050,1450,2018-07-04 20:00:00,2018-07-11 18:00:00,NULL,NULL,NULL
3415,857,139,30000,0,8200,1700,9600,2018-07-16 01:00:00,2018-07-22 11:00:00,NULL,NULL,NULL
3416,857,35,529000,1,7100,8200,3900,2018-08-10 13:00:00,2018-08-15 06:00:00,NULL,NULL,NULL
3417,857,63,155000,0,800,7500,6300,2018-08-06 12:00:00,2018-08-11 03:00:00,NULL,NULL,NULL
3418,857,1,863000,0,6400,3900,7700,2018-07-08 21:00:00,2018-07-15 13:00:00,NULL,NULL,NULL
3419,857,13,326000,0,7000,1600,2900,2018-07-30 07:00:00,2018-08-05 19:00:00,NULL,NULL,NULL
3420,858,110,106000,0,2425,850,1275,2018-07-29 14:00:00,2018-08-04 05:00:00,NULL,NULL,NULL
3421,858,11,466000,1,100,2425,1350,2018-07-06 22:00:00,2018-07-11 19:00:00,NULL,NULL,NULL
3422,858,122,137000,0,1700,5000,1300,2018-07-09 00:00:00,2018-07-13 04:00:00,NULL,NULL,NULL
3423,858,17,908000,1,300,5400,5700,2018-07-29 20:00:00,2018-08-05 20:00:00,NULL,NULL,NULL
3424,858,99,244000,1,5400,2600,8100,2018-08-16 15:00:00,2018-08-22 21:00:00,NULL,NULL,NULL
3425,859,100,93000,1,2250,2225,350,2018-08-14 01:00:00,2018-08-20 15:00:00,NULL,NULL,NULL
3426,859,41,342000,1,7300,6000,7700,2018-07-18 16:00:00,2018-07-22 22:00:00,NULL,NULL,NULL
3427,859,118,139000,1,1700,1900,7500,2018-07-29 21:00:00,2018-08-03 18:00:00,NULL,NULL,NULL
3428,860,114,177000,0,5000,600,1200,2018-08-16 12:00:00,2018-08-20 16:00:00,NULL,NULL,NULL
3429,860,35,309000,1,2600,5900,4500,2018-07-24 02:00:00,2018-07-29 16:00:00,NULL,NULL,NULL
3430,860,146,254000,0,5200,2300,1100,2018-07-17 13:00:00,2018-07-23 14:00:00,NULL,NULL,NULL
3431,861,70,499000,1,7000,6500,500,2018-07-22 18:00:00,2018-07-27 15:00:00,NULL,NULL,NULL
3432,861,26,2153000,0,8300,2200,7300,2018-07-31 07:00:00,2018-08-04 20:00:00,NULL,NULL,NULL
3433,861,165,328000,0,5700,4000,5700,2018-08-17 12:00:00,2018-08-23 18:00:00,NULL,NULL,NULL
3434,862,62,297000,1,9700,9200,400,2018-07-30 05:00:00,2018-08-05 18:00:00,NULL,NULL,NULL
3435,862,104,60000,0,900,9000,6900,2018-07-16 16:00:00,2018-07-21 19:00:00,NULL,NULL,NULL
3436,862,82,704000,1,6000,5800,4400,2018-07-20 02:00:00,2018-07-26 08:00:00,NULL,NULL,NULL
3437,863,112,466000,1,1100,2150,1725,2018-08-15 11:00:00,2018-08-21 18:00:00,NULL,NULL,NULL
3438,863,86,256000,1,7800,5900,6600,2018-07-05 02:00:00,2018-07-09 20:00:00,NULL,NULL,NULL
3439,863,16,43000,1,1700,775,475,2018-08-09 08:00:00,2018-08-13 15:00:00,NULL,NULL,NULL
3440,864,113,795000,0,7200,10000,5700,2018-07-20 04:00:00,2018-07-25 15:00:00,NULL,NULL,NULL
3441,864,98,175000,1,1875,1450,2075,2018-07-13 00:00:00,2018-07-17 15:00:00,NULL,NULL,NULL
3442,864,43,338000,1,3400,1100,7300,2018-07-07 13:00:00,2018-07-11 19:00:00,NULL,NULL,NULL
3443,865,155,188000,0,7100,3400,8000,2018-07-17 04:00:00,2018-07-21 08:00:00,NULL,NULL,NULL
3444,865,175,484000,1,9500,8500,2600,2018-08-15 04:00:00,2018-08-20 07:00:00,NULL,NULL,NULL
3445,865,63,293000,0,7600,7000,9800,2018-07-29 09:00:00,2018-08-03 03:00:00,NULL,NULL,NULL
3446,866,33,253000,0,600,1900,5500,2018-08-17 20:00:00,2018-08-23 11:00:00,NULL,NULL,NULL
3447,866,165,341000,1,4000,6800,6700,2018-07-07 14:00:00,2018-07-11 16:00:00,NULL,NULL,NULL
3448,866,179,124000,1,3200,1200,400,2018-07-08 06:00:00,2018-07-12 17:00:00,NULL,NULL,NULL
3449,867,75,462000,1,8900,6900,5100,2018-07-19 15:00:00,2018-07-25 04:00:00,NULL,NULL,NULL
3450,867,48,946000,1,10000,5800,5200,2018-07-19 04:00:00,2018-07-25 22:00:00,NULL,NULL,NULL
3451,867,55,68000,1,900,125,2425,2018-08-02 12:00:00,2018-08-06 15:00:00,NULL,NULL,NULL
3452,868,164,281000,0,700,4600,1600,2018-08-06 17:00:00,2018-08-11 00:00:00,NULL,NULL,NULL
3453,868,105,347000,0,8200,4500,8900,2018-08-13 02:00:00,2018-08-19 15:00:00,NULL,NULL,NULL
3454,868,89,121000,0,3700,4500,7900,2018-07-07 04:00:00,2018-07-13 14:00:00,NULL,NULL,NULL
3455,868,129,650000,0,3700,400,7100,2018-07-26 14:00:00,2018-07-31 16:00:00,NULL,NULL,NULL
3456,868,74,407000,0,8600,8800,5400,2018-07-21 12:00:00,2018-07-28 10:00:00,NULL,NULL,NULL
3457,869,44,612000,0,9700,8400,4300,2018-07-23 21:00:00,2018-07-28 11:00:00,NULL,NULL,NULL
3458,869,109,309000,0,8900,4700,2400,2018-07-25 21:00:00,2018-08-01 03:00:00,NULL,NULL,NULL
3459,869,13,343000,0,3200,6300,5000,2018-07-13 17:00:00,2018-07-20 03:00:00,NULL,NULL,NULL
3460,869,25,430000,1,300,4100,4800,2018-08-02 00:00:00,2018-08-07 09:00:00,NULL,NULL,NULL
3461,869,60,24000,1,875,500,2150,2018-07-25 00:00:00,2018-07-29 04:00:00,NULL,NULL,NULL
3462,870,119,256000,1,300,4400,9700,2018-07-21 17:00:00,2018-07-25 19:00:00,NULL,NULL,NULL
3463,870,155,142000,0,6500,200,7700,2018-07-24 22:00:00,2018-07-31 12:00:00,NULL,NULL,NULL
3464,870,138,418000,0,1800,9600,7200,2018-08-15 12:00:00,2018-08-21 01:00:00,NULL,NULL,NULL
3465,871,46,324000,1,7500,4900,6100,2018-07-05 17:00:00,2018-07-10 04:00:00,NULL,NULL,NULL
3466,871,149,268000,1,7000,500,4000,2018-07-23 05:00:00,2018-07-27 06:00:00,NULL,NULL,NULL
3467,871,151,582000,1,1700,9400,2600,2018-07-11 00:00:00,2018-07-17 21:00:00,NULL,NULL,NULL
3468,871,16,66000,1,1850,2125,775,2018-07-20 00:00:00,2018-07-26 19:00:00,NULL,NULL,NULL
3469,871,12,1412000,1,7100,1000,10000,2018-07-04 12:00:00,2018-07-11 12:00:00,NULL,NULL,NULL
3470,871,3,601000,1,5300,9700,900,2018-07-04 09:00:00,2018-07-09 13:00:00,NULL,NULL,NULL
3471,871,39,285000,0,7700,1700,7600,2018-07-14 12:00:00,2018-07-18 21:00:00,NULL,NULL,NULL
3472,871,39,331000,1,6400,6900,5700,2018-08-05 07:00:00,2018-08-10 15:00:00,NULL,NULL,NULL
3473,872,16,65000,0,1275,2025,2225,2018-08-16 18:00:00,2018-08-21 07:00:00,NULL,NULL,NULL
3474,872,135,114000,0,2500,2325,1475,2018-08-12 07:00:00,2018-08-18 22:00:00,NULL,NULL,NULL
3475,872,148,309000,0,3400,2800,2500,2018-07-04 15:00:00,2018-07-09 10:00:00,NULL,NULL,NULL
3476,872,51,817000,0,5700,7800,6900,2018-07-13 23:00:00,2018-07-19 13:00:00,NULL,NULL,NULL
3477,873,113,588000,0,2800,9800,6300,2018-07-29 03:00:00,2018-08-02 10:00:00,NULL,NULL,NULL
3478,873,116,362000,1,7200,9600,3100,2018-07-06 14:00:00,2018-07-10 18:00:00,NULL,NULL,NULL
3479,873,11,298000,1,425,1500,175,2018-07-31 11:00:00,2018-08-06 06:00:00,NULL,NULL,NULL
3480,874,37,345000,0,4700,3800,2200,2018-07-31 23:00:00,2018-08-06 11:00:00,NULL,NULL,NULL
3481,874,148,571000,0,7800,4200,2800,2018-08-03 11:00:00,2018-08-10 11:00:00,NULL,NULL,NULL
3482,874,125,117000,1,3100,2600,4300,2018-07-14 17:00:00,2018-07-20 23:00:00,NULL,NULL,NULL
3483,875,55,96000,0,1450,450,2225,2018-07-06 19:00:00,2018-07-12 20:00:00,NULL,NULL,NULL
3484,875,20,529000,0,1500,2300,6800,2018-08-09 01:00:00,2018-08-13 21:00:00,NULL,NULL,NULL
3485,875,40,655000,1,9700,5900,3900,2018-07-30 22:00:00,2018-08-05 04:00:00,NULL,NULL,NULL
3486,876,85,136000,0,600,7000,4500,2018-08-05 02:00:00,2018-08-10 14:00:00,NULL,NULL,NULL
3487,876,60,30000,0,400,1750,2200,2018-07-27 10:00:00,2018-08-01 18:00:00,NULL,NULL,NULL
3488,876,67,152000,0,1000,4100,8600,2018-08-09 09:00:00,2018-08-15 16:00:00,NULL,NULL,NULL
3489,876,84,245000,1,7100,7400,2900,2018-07-04 11:00:00,2018-07-09 17:00:00,NULL,NULL,NULL
3490,876,144,267000,0,3600,5200,3800,2018-08-14 22:00:00,2018-08-19 11:00:00,NULL,NULL,NULL
3491,877,123,179000,1,600,5700,7400,2018-07-18 13:00:00,2018-07-25 06:00:00,NULL,NULL,NULL
3492,877,167,182000,1,6100,700,2800,2018-07-27 20:00:00,2018-08-03 02:00:00,NULL,NULL,NULL
3493,877,110,83000,1,1200,1725,925,2018-07-18 18:00:00,2018-07-25 15:00:00,NULL,NULL,NULL
3494,878,41,236000,0,4400,5200,4100,2018-07-05 01:00:00,2018-07-11 19:00:00,NULL,NULL,NULL
3495,878,98,138000,0,950,2275,825,2018-07-16 11:00:00,2018-07-21 15:00:00,NULL,NULL,NULL
3496,878,122,122000,0,2400,1400,4300,2018-07-06 12:00:00,2018-07-12 01:00:00,NULL,NULL,NULL
3497,879,53,717000,1,1400,5300,8300,2018-07-24 00:00:00,2018-07-29 22:00:00,NULL,NULL,NULL
3498,879,164,658000,1,5700,4300,5900,2018-07-18 12:00:00,2018-07-24 07:00:00,NULL,NULL,NULL
3499,879,25,1081000,0,8800,2900,5800,2018-08-02 03:00:00,2018-08-07 19:00:00,NULL,NULL,NULL
3500,879,104,82000,0,8300,4100,6400,2018-07-31 00:00:00,2018-08-04 14:00:00,NULL,NULL,NULL
3501,880,50,177000,0,5500,800,3400,2018-07-21 09:00:00,2018-07-28 06:00:00,NULL,NULL,NULL
3502,880,32,267000,0,5400,1600,2600,2018-07-25 08:00:00,2018-07-31 18:00:00,NULL,NULL,NULL
3503,880,74,273000,1,6700,3600,5300,2018-07-09 02:00:00,2018-07-14 16:00:00,NULL,NULL,NULL
3504,881,42,449000,0,6900,5200,600,2018-07-18 06:00:00,2018-07-25 00:00:00,NULL,NULL,NULL
3505,881,133,505000,1,7300,5400,8500,2018-07-23 06:00:00,2018-07-27 20:00:00,NULL,NULL,NULL
3506,881,180,224000,0,1400,7000,7500,2018-07-15 18:00:00,2018-07-21 13:00:00,NULL,NULL,NULL
3507,881,42,318000,0,1900,5200,5300,2018-07-10 19:00:00,2018-07-17 02:00:00,NULL,NULL,NULL
3508,882,119,396000,1,10000,100,3100,2018-07-29 04:00:00,2018-08-05 00:00:00,NULL,NULL,NULL
3509,882,9,1069000,0,6600,9400,7900,2018-07-16 06:00:00,2018-07-22 13:00:00,NULL,NULL,NULL
3510,882,128,23000,1,300,1100,2150,2018-08-15 18:00:00,2018-08-21 02:00:00,NULL,NULL,NULL
3511,883,120,354000,1,9200,6100,9900,2018-07-10 14:00:00,2018-07-17 14:00:00,NULL,NULL,NULL
